Gene	Exp1	Exp2	Exp3	Exp4	Exp5	Exp6	Exp7	Exp8	Exp9	Exp10	Exp11	Exp12	Exp13	Exp14
ENSG00000047578	0.156092	-0.390919	-0.0415947	1.60595	-0.224451	-0.819382	-0.285692	0.007923	0.194463	1.28049	0.978255	-0.454175	-0.955536	-1.05143
ENSG00000048028	0.293801	-0.641047	0.411783	0.766367	-0.007721	-0.318735	-0.50445	1.52616	0.00132933	1.59782	0.973499	-0.259056	-2.15093	-1.68883
ENSG00000049246	-0.716974	-0.448149	1.35849	0.505065	-0.297487	-0.183845	-0.217099	-0.149682	1.22387	0.842161	0.700132	-0.551008	-0.917213	-1.14826
ENSG00000050130	0.940053	0.666063	0.795357	0.350171	-0.62066	-0.917431	-1.21356	1.0784	1.3482	1.69547	1.18064	-0.317199	-2.30965	-2.67586
ENSG00000052802	1.07771	0.890309	-0.71117	0.766836	-0.359204	-0.60337	-1.06111	0.251842	0.654865	0.124602	-0.111785	0.318352	-0.184681	-1.0532
ENSG00000053438	0.701668	-0.127954	0.118602	-0.188727	-0.0765703	-0.596059	0.169037	2.43567	0.710948	-0.277966	-0.429385	-1.29281	-0.695554	-0.450898
ENSG00000054116	0.367162	0.642079	0.779592	1.04883	-0.440241	-1.14597	-1.25145	0.44338	2.17266	1.69683	0.34085	0.077397	-2.01898	-2.71213
ENSG00000054267	-0.204435	-0.249703	0.609739	-0.0892003	-0.034161	0.424482	-0.456723	-0.67309	0.81389	0.76485	0.176617	0.66307	-0.238227	-1.50711
ENSG00000054277	0.277002	0.975756	-0.665529	0.345066	0.211116	-0.579026	-0.564386	0.292762	0.191105	-0.0289047	0.509789	0.910782	-0.095696	-1.77984
ENSG00000054282	0.044459	0.606698	0.483242	0.503288	-0.324655	-0.81539	-0.497641	0.214072	0.805839	0.951049	0.122865	0.225735	-1.07561	-1.24395
ENSG00000054523	0.570723	1.16722	-0.230444	1.28471	-0.683349	-1.29667	-0.812191	0.707346	0.491249	0.940846	0.800463	-0.364934	-1.54344	-1.03153
ENSG00000055130	-0.34012	0.948779	0.118629	0.0572593	0.207055	-0.707559	-0.284046	-0.0384493	0.321214	0.671791	0.698971	0.801691	-0.666339	-1.78888
ENSG00000055955	-0.144021	1.4001	0.567713	-0.909227	0.0532007	-0.909225	-0.0585447	-0.638353	0.556158	0.516897	1.01826	-0.176252	-0.638353	-0.638353
ENSG00000056558	-0.218817	-0.64314	0.803748	0.845068	0.509783	-0.890451	-0.406191	0.21145	0.018177	1.41388	1.67069	-0.669722	-1.12495	-1.51954
ENSG00000056661	0.652299	0.586598	-0.628839	0.109469	-0.0605893	-0.358528	-0.300411	0.081963	1.08741	0.96609	0.277613	0.29085	-1.04094	-1.66298
ENSG00000058091	0.236055	1.02954	-0.228153	0.259343	-0.459202	-0.256574	-0.581003	0.127922	0.107302	0.561545	0.612029	0.161229	-0.646831	-0.923198
ENSG00000059728	-0.732962	-0.456536	2.01378	0.521737	-0.067663	-0.536006	-0.742353	-1.52471	0.940993	1.21478	-0.378255	0.567506	-0.27119	-0.549126
ENSG00000059915	1.19374	-0.077332	0.327827	-0.712472	-0.9084	0.591168	-0.414532	2.493	0.834646	-0.103158	-0.430101	-0.931462	-1.39356	-0.469364
ENSG00000060237	-0.011743	0.578773	0.301593	-0.57966	-0.0905063	0.139344	-0.337799	0.73777	0.108433	0.820676	0.645473	-0.258177	-1.09259	-0.96158
ENSG00000060642	0.336156	-0.179936	-0.00903	0.199386	0.0335823	0.122743	-0.502898	0.625384	0.849034	1.40635	1.46918	0.374444	-0.90549	-3.8189
ENSG00000060971	0.513205	0.343202	-0.121626	0.501358	0.434045	-1.14586	-0.524326	0.637515	0.673155	1.12177	0.519525	0.702535	-1.37591	-2.27859
ENSG00000061938	0.513906	0.299442	0.381052	0.0247533	0.268722	-0.535868	-0.952008	-0.129377	0.59225	1.29253	0.523397	-0.0856	-1.20234	-0.99086
ENSG00000063176	-0.128683	0.924044	1.33052	-0.279235	-0.735326	-0.324612	-0.786711	0.350647	1.91899	1.33648	-0.900495	-1.03565	-0.268119	-1.40185
ENSG00000063244	-0.564145	1.14835	0.385125	0.626905	0.0212587	-0.89858	-0.718914	-2.01103	0.770126	1.75613	1.89721	0.323173	-1.2713	-1.4643
ENSG00000063245	-0.693263	0.943096	0.293193	-0.176397	0.131399	0.3519	-0.84993	0.031234	1.11578	0.423551	-0.794513	-0.844356	0.454834	-0.386529
ENSG00000064042	0.940899	-0.970574	-0.458683	-0.259154	-0.241357	0.681625	0.307246	1.9699	0.707083	0.04803	-0.684378	-0.414068	-1.05583	-0.570736
ENSG00000064489	-0.362589	-0.267643	0.828585	1.2378	-0.138961	-0.650272	-0.646922	-0.472348	1.06713	1.69342	2.03915	-0.738849	-1.94696	-1.64153
ENSG00000064999	0.0704007	1.21927	-0.303129	0.982475	-0.633262	-0.408686	-0.927064	1.15046	1.97756	-0.234728	-0.0164203	-0.731947	-1.23331	-0.911612
ENSG00000065135	0.196806	0.331959	-0.179985	0.663733	-0.132362	-0.600921	-0.279227	1.09361	0.302465	1.14031	1.48623	-0.634333	-1.77248	-1.61581
ENSG00000065427	-0.40467	-0.0324593	0.389797	1.06604	0.178837	-0.900023	-0.29752	0.152162	1.43236	1.20647	0.666535	-0.504298	-1.28371	-1.66952
ENSG00000065621	0.265381	-0.513079	1.17522	0.764124	-0.127263	-1.37315	-0.191225	-0.472687	0.250331	1.88629	1.47151	-0.302412	-1.30099	-1.53204
ENSG00000065675	0.638308	0.13464	0.161322	0.951961	-0.535509	-0.866593	-0.484126	0.113718	-0.130939	0.817123	1.4062	-0.518657	-0.266095	-1.42134
ENSG00000065978	-0.234241	-0.110169	0.076577	0.756113	-0.253913	-0.088527	-0.14584	-0.247312	1.15513	0.844518	0.751488	-0.355979	-0.717015	-1.43083
ENSG00000066185	-0.440509	0.312466	1.02518	0.805943	-0.283841	-0.214549	-1.20469	-1.23023	0.008973	2.58113	2.24468	0.242212	-2.28959	-1.55718
ENSG00000067798	-0.213808	-0.107036	1.01247	0.714699	-0.466641	-0.543482	-0.396205	-0.541191	1.05723	1.52971	0.811212	-1.23434	-0.562703	-1.05992
ENSG00000068024	-0.590037	0.198057	1.08232	0.59421	-0.609685	0.129791	-0.804662	-0.956175	1.28775	3.02968	-0.339309	-0.220416	-1.18122	-1.62032
ENSG00000068137	0.215807	0.524099	0.0723843	0.690176	0.00432567	-0.988247	-0.518545	1.34107	1.09599	0.0620847	0.134158	0.432705	-0.96362	-2.10239
ENSG00000068489	-0.122552	0.158092	0.0675297	0.959075	-0.301712	-0.319734	-0.440701	0.154342	1.07468	1.24091	-0.402018	0.434288	-0.598348	-1.90385
ENSG00000068885	0.0414733	0.175775	0.11924	0.755131	0.390579	-1.35169	-0.130507	0.93647	1.45745	1.99034	1.21647	-0.408234	-2.44354	-2.74897
ENSG00000068903	-0.272178	-0.311329	0.684172	1.02199	0.402027	-0.329719	-1.19496	0.809757	0.96811	1.20988	0.5445	0.252677	-1.70936	-2.07556
ENSG00000069399	-0.212959	1.36566	0.457888	-0.0159993	-0.46306	-0.217933	-0.913596	-1.02569	0.180244	1.24875	0.581254	0.699104	-0.0768997	-1.60676
ENSG00000069493	0.268841	0.222201	0.265271	0.003619	-0.2115	0.003619	-0.55205	1.37589	0.881293	0.430177	-1.20492	-0.973867	-0.131956	-0.376612
ENSG00000069812	-0.758854	0.41414	1.1855	0.648874	0.430401	-0.773494	-1.14657	-0.403783	0.666097	2.08752	1.15811	0.0234667	-1.41569	-2.11571
ENSG00000069869	0.054898	0.668868	0.245078	-0.48037	-0.054149	0.0654997	-0.499823	0.408023	1.43226	0.858558	0.315479	-0.06019	-1.29396	-1.66016
ENSG00000070214	-0.177606	0.166438	0.250537	0.732848	-0.10145	0.0484973	-0.919264	-0.0844897	0.49183	0.788794	0.633304	0.263294	-0.51156	-1.58117
ENSG00000070778	0.332126	1.10924	-0.279554	-0.357082	0.100715	-0.816857	-0.08859	1.06648	1.70763	1.12352	-0.477484	-1.44094	-1.90304	-0.0761597
ENSG00000070882	0.117018	-0.045269	-0.173357	1.08004	0.505271	-0.439858	-1.04385	0.939721	1.01373	0.680121	0.218958	0.531048	-0.976062	-2.40752
ENSG00000070950	0.106062	-0.29852	-0.169372	1.08252	0.183786	-0.798394	-0.106082	1.26807	0.110235	0.327392	1.21279	-0.252585	-1.01676	-1.64914
ENSG00000071073	-0.065183	0.070747	-0.0771767	0.26495	0.375218	-0.0632167	-0.505338	0.575418	0.765221	0.671731	0.482964	0.265171	-1.14484	-1.61567
ENSG00000071564	-0.369723	0.314654	0.0665053	0.000783	0.297556	0.290999	-0.600772	1.76946	1.4914	0.567588	0.156873	-1.16586	-1.05636	-1.76311
ENSG00000072062	-0.567848	-0.285881	0.776852	0.730155	-0.00442367	-0.588522	-0.0603317	-0.123843	1.41113	1.06703	-0.229993	0.005004	-0.891368	-1.23796
ENSG00000072071	-0.0725943	1.35508	0.656007	-0.086203	-0.3707	-0.805004	-0.676584	0.448552	1.40452	0.425557	-0.223082	-0.685183	-0.685183	-0.685183
ENSG00000072210	0.483156	0.453643	0.600916	0.266959	-0.963142	-0.0776673	-0.763865	-0.149488	0.780122	1.79201	0.798592	-0.198978	-1.35235	-1.66991
ENSG00000072518	0.130867	0.719525	0.270051	-0.102555	-0.48088	-0.113357	-0.423653	-1.99337	1.02322	1.44902	0.731816	0.60304	-0.74223	-1.0715
ENSG00000072954	-0.597658	0.343369	0.240959	0.382062	0.13156	-0.152658	-0.347636	-0.048482	2.12794	1.20051	0.554982	-1.00676	-1.83506	-0.993148
ENSG00000073009	-0.670416	-0.112423	0.547091	0.642983	0.451689	-0.952849	0.093924	-0.1653	1.02455	1.58635	1.42962	0.0964533	-2.07097	-1.9007
ENSG00000073150	-0.060406	-0.0884927	0.701956	0.52659	0.384962	-0.799882	-0.664727	-0.446648	0.86675	1.14918	0.426166	-0.171087	-0.729081	-1.09529
ENSG00000073598	1.33714	0.155406	-0.0889773	-0.287638	-0.260957	-0.698353	-0.156624	2.64847	0.413661	0.020777	-0.746753	-1.20885	-0.515702	-0.611598
ENSG00000073921	-0.920015	1.42178	0.961652	-0.286716	0.0649397	-0.795842	-0.445796	-0.869143	0.650354	0.956704	0.313641	0.377137	-0.490786	-0.937906
ENSG00000074755	-0.606403	0.0542543	1.65844	1.12	-0.0902923	-0.80582	-1.33018	-0.559889	0.912335	1.88345	0.822105	0.0394583	-1.39602	-1.70144
ENSG00000074855	0.654787	-1.12609	0.171179	1.57856	0.390107	-0.468069	-1.20048	1.52027	-0.214745	0.0101877	0.395581	-0.073583	-1.35459	-0.283119
ENSG00000075188	1.06512	0.446353	-0.459121	0.209324	-0.24828	-0.334784	-0.678609	1.98003	1.84825	0.247758	-0.341054	-1.57068	-0.728771	-1.43553
ENSG00000075826	-0.796974	1.34995	0.110958	-0.203491	0.727261	-0.278568	-0.909131	1.09356	1.23361	0.582615	0.837581	-0.157422	-1.93013	-1.65982
ENSG00000075856	-0.175853	0.94658	-0.0466753	0.972223	-0.108205	-1.29332	-0.294744	0.609459	-0.121341	0.424746	1.76646	0.377982	-1.15945	-1.89786
ENSG00000077348	-0.225765	-0.008597	0.845064	1.72923	-0.965939	-0.920672	-0.453324	-0.546281	0.391526	1.98331	1.16643	-0.565892	-1.09902	-1.33007
ENSG00000077458	-0.315221	0.218742	0.815992	1.00679	-0.257103	-1.31296	-0.156233	-0.330818	0.640642	1.17066	1.32331	0.801462	-1.23951	-2.36575
ENSG00000077549	0.0132043	0.800764	0.118629	-0.112511	-0.294485	-0.0351893	-0.490414	0.654961	1.83412	2.29268	0.985788	-1.35269	-1.92843	-2.48643
ENSG00000078098	0.00704667	1.86433	-0.0767233	0.084452	-0.561559	-0.565503	-0.752042	0.948768	2.19084	1.37934	-0.118942	-0.785408	-1.55662	-2.05798
ENSG00000078487	-0.042646	0.547557	1.62768	0.96508	-0.0732373	-0.635969	-2.38847	1.26769	2.21067	1.74187	2.12753	-0.78353	-2.98349	-3.58074
ENSG00000079150	0.956163	0.270874	0.0241083	0.890833	-0.433425	-1.10444	-0.604112	1.16771	0.488732	1.02882	1.3615	-0.094333	-2.40999	-1.54243
ENSG00000079393	0.552593	-0.482055	-0.629332	0.967192	0.163851	-0.003693	-0.568558	2.03085	0.446116	-0.263294	-0.494343	-0.114532	-0.24703	-1.35777
ENSG00000080031	-0.0939213	0.430436	1.8727	-0.334361	-0.938487	-1.57086	0.634494	-0.929028	0.814079	1.4093	0.906623	-0.290053	-1.83171	-0.0792123
ENSG00000080298	-0.696433	0.377265	1.08925	0.534141	-0.323855	-0.116395	-0.863976	-0.749545	1.44737	2.29952	1.04677	0.264188	-1.1713	-3.13701
ENSG00000081026	-0.846011	0.020176	1.29868	0.122697	0.161871	-0.357232	-0.400177	-0.520115	0.457281	1.1228	1.28106	-0.236199	-0.965949	-1.13888
ENSG00000081870	0.010003	-0.256978	0.38338	0.672143	0.144345	-0.477609	-0.475287	-0.57425	0.898332	1.26999	0.663977	0.490528	-1.35204	-1.39655
ENSG00000082153	0.379586	0.579309	1.13542	0.375136	-1.06576	-0.887584	-0.516098	0.891002	0.878025	1.36917	0.828355	-0.694048	-1.84131	-1.43119
ENSG00000082701	1.34472	0.298287	0.725747	0.0516533	-0.44162	-1.27652	-0.702268	2.22169	0.886161	1.50281	0.889348	-0.899132	-1.93583	-2.66505
ENSG00000082805	-0.266982	0.170222	0.858943	1.00753	-0.253992	-0.482639	-1.03308	-0.49571	0.890516	1.94882	1.48174	-0.381854	-1.38594	-2.05758
ENSG00000084674	0.249612	0.894734	0.24403	-0.20223	-0.01139	-0.443536	-0.731219	-0.85684	1.16591	1.28693	0.296838	0.140902	-0.901351	-1.1324
ENSG00000084693	-0.958707	0.338141	1.44452	0.41091	0.077322	-0.919446	-0.39274	-0.105967	1.35967	0.960965	0.884888	-0.192254	-1.45365	-1.45365
ENSG00000084734	0.392701	0.089743	-0.070581	1.39036	0.28215	-0.918533	-1.16585	0.221069	0.249619	0.672855	1.25903	0.746415	-0.966848	-2.18214
ENSG00000085117	-0.604626	-0.206651	0.90803	0.762923	0.230548	-0.418088	-0.672134	-1.4009	1.13815	2.61928	0.205775	-0.913151	-1.28875	-0.360407
ENSG00000085982	-1.46661	1.20878	0.942609	-0.415698	-0.638308	0.091777	0.277449	-2.01452	1.60897	2.83156	0.617668	-0.880786	-0.880786	-1.28211
ENSG00000086015	-0.932576	0.496167	1.94501	0.228575	-1.19874	-0.257258	-0.281173	-1.49409	0.393567	1.7189	0.488159	0.0572323	-0.508249	-0.655527
ENSG00000086696	0.144137	-0.20337	0.226957	0.0215617	0.0472923	0.439151	-0.675726	1.31815	1.25716	0.130324	-0.056215	-0.077728	-1.05479	-1.5169
ENSG00000087152	0.66005	0.716962	-0.0246877	0.408763	-0.448543	-0.320455	-0.992091	1.02351	1.77107	1.81998	0.252266	-0.838491	-2.42832	-1.60001
ENSG00000087301	0.892042	1.28064	-0.052152	0.148028	-0.398147	-0.954836	-0.915575	-0.712538	0.494092	1.00587	0.172399	0.373495	-0.424854	-0.908467
ENSG00000088367	-0.188233	-0.581119	0.921135	0.002637	-0.103514	-0.445963	0.395056	0.577336	-0.206458	1.65471	0.211131	-0.437505	-0.533401	-1.26581
ENSG00000088387	0.200427	0.401569	0.0183657	0.125723	-0.364937	0.109009	-0.490154	-0.873429	0.958962	1.14746	0.868022	-0.0879943	-0.873426	-1.1396
ENSG00000088543	1.09005	-0.101402	0.0327223	0.313531	-0.945967	-0.0149003	-0.374035	2.51133	1.18444	0.319664	0.0441057	-1.04512	-1.04512	-1.96932
ENSG00000089006	-0.38479	0.72773	0.06873	1.1016	-0.219706	-0.601024	-0.692544	0.049047	0.450977	0.801107	1.20585	0.294877	-1.08377	-1.71808
ENSG00000089022	0.0487477	-0.340194	1.61332	-0.217261	-0.546184	-0.531625	-0.026802	0.100861	1.11472	2.0287	0.702381	-0.682927	-1.637	-1.62674
ENSG00000089177	0.651169	0.541375	-0.507471	0.721042	-0.276421	-1.13984	0.010152	0.981915	0.280835	-0.046109	1.54176	-0.739258	-1.47167	-0.547469
ENSG00000089486	-0.72252	0.782013	0.632445	0.44298	0.212744	-0.542855	-0.804807	-0.45599	0.956216	1.2162	0.694899	0.137029	-1.54711	-1.00124
ENSG00000089505	0.217221	1.4445	0.300815	-0.038901	-0.568507	-1.40368	0.0485533	0.63948	1.42114	-0.0464123	-0.624613	-1.5043	-0.601616	0.716321
ENSG00000089692	0.67739	0.440442	0.266483	-0.736235	-0.208195	-0.244267	-0.195616	1.43789	1.13714	0.150684	-0.231784	-0.520952	-1.16959	-0.803383
ENSG00000089820	-0.160124	-0.211411	0.515625	0.110516	0.441052	-0.437663	-0.257997	0.881559	0.925069	0.729226	0.302529	-1.05538	-0.895031	-0.887974
ENSG00000090554	0.197506	0.512037	0.59581	0.83993	-0.587604	-0.834917	-0.72276	-0.474048	0.973887	0.293481	1.25743	0.240612	-1.14568	-1.14568
ENSG00000090565	-0.996418	2.05739	-0.323134	-0.0390003	-0.435172	-0.199885	-0.0637787	0.527927	1.06753	1.54416	0.0645467	-0.421273	-0.847267	-1.93562
ENSG00000091542	-0.183798	0.550512	0.579775	-0.12375	0.030155	-1.26727	0.414376	-0.231155	1.51221	1.20551	0.549125	-0.824319	-1.18568	-1.02569
ENSG00000091592	-1.11889	0.279934	1.51369	0.697766	0.155085	-0.83137	-0.696215	-0.752297	1.30621	1.48172	1.33537	-0.292157	-1.68792	-1.39093
ENSG00000092067	1.79492	1.11998	-0.730387	-0.252027	-0.464219	-0.528344	-0.939925	3.40452	1.16622	-1.35277	-1.35277	-1.12172	0.01202	-0.75551
ENSG00000092068	1.37113	0.278558	-0.0362623	0.497935	-0.947719	-0.76118	-0.402467	1.01286	0.619026	-0.322917	-0.078261	-0.017487	-1.01607	-0.197154
ENSG00000092445	-0.50781	0.684182	0.112263	0.415178	0.187344	-0.0827137	-0.808443	-0.0277553	0.829125	0.662041	0.863295	0.0167553	-1.28726	-1.0562
ENSG00000092929	0.272754	0.146989	1.23783	-0.287754	0.525041	-0.502379	-1.39248	0.987452	0.469682	0.846502	0.770812	0.682582	-1.12855	-2.62848
ENSG00000093009	-0.150909	-0.00614833	2.10863	0.397577	-0.631487	-0.693289	-1.02437	0.192153	0.678146	2.56171	0.667363	-0.676964	-1.91319	-1.50921
ENSG00000093167	0.725253	0.567706	0.594787	0.644852	-0.573932	-1.13433	-0.824337	1.44858	1.42534	0.748939	0.441809	-0.247997	-1.60243	-2.21424
ENSG00000094755	0.014889	0.046659	-0.081006	0.516248	0.358095	-0.599463	-0.255421	-0.124327	0.82974	1.02567	0.202616	-0.490533	-0.721583	-0.721583
ENSG00000095066	0.237471	-0.015079	0.25109	0.136005	0.20731	-0.727142	-0.0896543	1.14538	-0.518099	0.653411	1.24042	0.0501503	-1.65184	-0.919425
ENSG00000095321	-1.22181	0.341204	0.670742	0.555307	-0.0204337	-0.132591	-0.192414	-1.00588	1.25591	2.06028	1.09213	0.183651	-1.44647	-2.13961
ENSG00000097007	-0.525021	0.940245	0.07544	0.293519	-0.474569	-0.296883	-0.012731	-1.61629	0.567868	1.98088	0.467424	0.0876443	-0.423972	-1.06355
ENSG00000099282	-0.264276	0.100278	0.545246	0.623638	-0.360171	-0.408822	-0.235891	2.02271	1.51465	0.177953	0.0231503	-0.490331	-1.39301	-1.85512
ENSG00000099326	1.10283	-1.0507	-0.777933	1.28372	0.612775	-0.628974	-0.541716	1.12915	-0.337729	-0.856623	1.1735	1.8391	-0.573253	-2.37414
ENSG00000099364	1.37003	0.494121	-0.425557	-0.18417	0.310813	-0.429243	-1.136	1.89434	1.81285	0.0959473	0.221859	-0.866481	-1.69478	-1.46373
ENSG00000099624	0.66219	1.38282	-0.831998	0.524124	-0.1569	-0.831051	-0.749178	-0.784515	-0.186799	-0.268244	1.41668	0.842487	-0.634449	-0.385161
ENSG00000099840	0.064422	-0.0490837	1.63529	0.195436	-0.452444	-0.411424	-0.982189	0.169979	0.930502	2.54041	-0.00627167	-1.11251	-1.80566	-0.716439
ENSG00000099953	0.342169	-0.159191	0.460443	0.839386	0.727369	-0.259225	-1.95095	0.526457	0.383812	0.66894	0.844011	-0.572156	-1.10864	-0.742431
